score,position,name,country,sex,year,type,category,team,heat
73.25,3,Elisenda Font Gomez & Xavier Estragues Casanovas,Spain,mixed,2017,artistic pole,senior,doubles,finals
60.35,4,Karen Urquart & Leeann Ball,Canada,mixed,2017,artistic pole,senior,doubles,finals
66.75,5,Sanni Erämies & Pilu Pekari,Finland,mixed,2017,artistic pole,senior,doubles,finals
53.75,6,Anastasiia Lisichkina &	Viktoriia Matveichuk,Russia,mixed,2017,artistic pole,senior,doubles,finals
44.5,7,Ellamari Lassila & Henri Heikenheimo,Finland,mixed,2017,artistic pole,senior,doubles,finals
33.25,8,Aya Mugita & Shoko Sonoda,Japan,mixed,2017,artistic pole,senior,doubles,finals
81.0,1,Denis Terrones Salinas,Spain,male,2017,artistic pole,senior,individual,finals
72.25,2,Moisés Ahumada Reyes,Mexico,male,2017,artistic pole,senior,individual,finals
72.0,3,Jorge Lera,Norway,male,2017,artistic pole,senior,individual,finals
53.5,4,Costanzo Marro,Italy,male,2017,artistic pole,senior,individual,finals
81.5,1,Yu Meng Zhang,China,female,2017,artistic pole,senior,individual,finals
81.5,2,Polina Volchek,USA,female,2017,artistic pole,senior,individual,finals
81.25,3,Hanka Venselaar,Netherlands,female,2017,artistic pole,senior,individual,finals
70.0,4,Erika Gonzalez del Pliego,Mexico,female,2017,artistic pole,senior,individual,finals
69.5,5,Noémi Marosvölgyi,Hungary,female,2017,artistic pole,senior,individual,finals
69.0,6,Viktoriia Chapaikina,Russia,female,2017,artistic pole,senior,individual,finals
67.75,7,Melanie Martin,South Africa,female,2017,artistic pole,senior,individual,finals
67.0,8,Simona Narcisi,Italy,female,2017,artistic pole,senior,individual,finals
63.0,9,Hanna Knihtilä,Finland,female,2017,artistic pole,senior,individual,finals
60.0,10,Marie Gatell Mateu,Spain,female,2017,artistic pole,senior,individual,finals
47.725,11,Ibaraki Ryoko,New Zealand,female,2017,artistic pole,senior,individual,finals
31.9,1,Albert Amores Roig,Spain,male,2017,pole sport,novice,individual,finals
29.9,2,Daniil Penchukov,Russia,male,2017,pole sport,novice,individual,finals
46.9,1,Dana Castillo,Mexico,female,2017,pole sport,novice,individual,finals
44.1,2,Ignacia Oyarzo Mella,Chile,female,2017,pole sport,novice,individual,finals
43.8,3,Regina Andree Meza Huerta,Mexico,female,2017,pole sport,novice,individual,finals
43.1,4,Alicji Jaruk,Poland,female,2017,pole sport,novice,individual,finals
42.6,5,Romane Moscaritolo,Switzerland,female,2017,pole sport,novice,individual,finals
42.2,6,Demi Brama,Netherlands,female,2017,pole sport,novice,individual,finals
40.9,7,Alonya Fomenko,Russia,female,2017,pole sport,novice,individual,finals
39.3,8,Alba Parra Alonso,Spain,female,2017,pole sport,novice,individual,finals
39.2,9,Anzehelika Mikutaitus,Russia,female,2017,pole sport,novice,individual,finals
38.1,10,Daryna Kulich,Ukraine,female,2017,pole sport,novice,individual,finals
44.3,1,Jesús Avalos Orozco,Mexico,male,2017,pole sport,junior,individual,finals
25.1,2,Alex Aufderklamm,Italy,male,2017,pole sport,junior,individual,finals
30.9,1,Ivanna Torres Sánchez & Ximena Marie Meza Huerta,Mexico,female,2017,pole sport,junior,doubles,finals
45.6,1,Polina Pabel,Russia,female,2017,pole sport,junior,individual,finals
45.1,2,Annika Winkler,Germany,female,2017,pole sport,junior,individual,finals
44.6,3,Evelina Bragina,Russia,female,2017,pole sport,junior,individual,finals
38.5,4,Carolina Arlendez Zoyo,Spain,female,2017,pole sport,junior,individual,finals
35.6,5,Nikou Kai,Japan,female,2017,pole sport,junior,individual,finals
33.9,6,Eva Alemany Modol,Spain,female,2017,pole sport,junior,individual,finals
33.2,7,Kyra Ayling,South Africa,female,2017,pole sport,junior,individual,finals
32.0,8,Chantal van Oevelen,Netherlands,female,2017,pole sport,junior,individual,finals
30.7,9,Roni Tamir,Israel,female,2017,pole sport,junior,individual,finals
28.5,10,Yelyzeveta Grebenuik,Ukraine,female,2017,pole sport,junior,individual,finals
27.8,1,Monserrat Hermida Garcia,Spain,female,2017,para pole,senior,doubles,preliminary
21.1,2,Erin Clark,Spain,female,2017,para pole,senior,doubles,preliminary
10.7,3,Therese Moen Heimdahl,Norway,female,2017,para pole,senior,doubles,preliminary
55.3,1,Polina Volchek & Dimitry Politov,USA,mixed,2017,pole sport,senior,doubles,preliminary
51.4,2,Maria Eugania Plaza Ortega & Sergio Ivan Chan Baños,Mexico,mixed,2017,pole sport,senior,doubles,preliminary
45.3,3,Takemoto Keiko & Mori Maki,Japan,mixed,2017,pole sport,senior,doubles,preliminary
44.9,4,Erika Ortega & Rodrigo Alcatara,Mexico,mixed,2017,pole sport,senior,doubles,preliminary
44.1,5,Julia Wah & Bianca Schumayer,Germany,mixed,2017,pole sport,senior,doubles,preliminary
44.1,6,Jennifer Kascsák & Tifani Makovinyi,Hungary,mixed,2017,pole sport,senior,doubles,preliminary
42.9,7,Kseniia Ivliushkina & Ekaterina Ilindeva,Russia,mixed,2017,pole sport,senior,doubles,preliminary
41.7,8,Anna Palou & Irina Vorobyeva,Spain,mixed,2017,pole sport,senior,doubles,preliminary
41.0,9,Jude Parrett & Amy Davidson,Australia,mixed,2017,pole sport,senior,doubles,preliminary
39.8,10,Mari Marte Marthinsen & Madeleine Barin,Norway,mixed,2017,pole sport,senior,doubles,preliminary
37.1,11,Marina Rusakova & Viktoria Trenina,Russia,mixed,2017,pole sport,senior,doubles,preliminary
36.9,12,Maria Gatell Mateu & Denis Terrones Salinas,Spain,mixed,2017,pole sport,senior,doubles,preliminary
32.6,13,Josien Hoekstra & Tirsa Hagen,Netherlands,mixed,2017,pole sport,senior,doubles,preliminary
32.3,14,Javier Ramirez & Mami Kimura,Japan,mixed,2017,pole sport,senior,doubles,preliminary
31.0,15,Aneta Prokopcová & Pavlina Klepetková,Czech Republic,mixed,2017,pole sport,senior,doubles,preliminary
30.9,16,Emilia Porfiri & Antonella Debasto,Argentina,mixed,2017,pole sport,senior,doubles,preliminary
26.9,17,Irina Mauch & Albina Kreider,Germany,mixed,2017,pole sport,senior,doubles,preliminary
26.1,18,Dieuwke Hupkes & Susy Niamut,Netherlands,mixed,2017,pole sport,senior,doubles,preliminary
24.0,19,Marta Kielak & Weronika Lasak,Poland,mixed,2017,pole sport,senior,doubles,preliminary
23.9,20,Maria Pineda & Maria Gonzalez,Venezuela,mixed,2017,pole sport,senior,doubles,preliminary
56.7,1,Rafaela Montanaro,USA,female,2017,pole sport,senior,individual,preliminary
53.7,2,Noémi Marosvölgyi,Hungary,female,2017,pole sport,senior,individual,preliminary
51.9,3,Maria Eugenia Plaza Ortega,Mexico,female,2017,pole sport,senior,individual,preliminary
51.0,4,Polina Volchek,USA,female,2017,pole sport,senior,individual,preliminary
50.1,5,Marina Yamaguchi,Japan,female,2017,pole sport,senior,individual,preliminary
47.8,6,Svetlana Nkonova,Russia,female,2017,pole sport,senior,individual,preliminary
47.4,7,Anna von Hoyningen Huene,Canada,female,2017,pole sport,senior,individual,preliminary
47.8,8,Natalia Knysheva,Russia,female,2017,pole sport,senior,individual,preliminary
47.0,9,Erika Gonzalez del Pliego,Mexico,female,2017,pole sport,senior,individual,preliminary
46.0,10,Irina Vorobyeva,Spain,female,2017,pole sport,senior,individual,preliminary
45.7,11,Lea Roth,Germany,female,2017,pole sport,senior,individual,preliminary
45.6,12,Sandra Torro,Colombia,female,2017,pole sport,senior,individual,preliminary
45.3,13,Jordana de Haro Cano,Spain,female,2017,pole sport,senior,individual,preliminary
43.7,14,Alessandra Rancan True,Brazil,female,2017,pole sport,senior,individual,preliminary
42.9,15,Luciana Ongaro,Brazil,female,2017,pole sport,senior,individual,preliminary
42.3,16,Sara Hedman,Sweden,female,2017,pole sport,senior,individual,preliminary
42.2,17,Elise Dahl-Hansen,Norway,female,2017,pole sport,senior,individual,preliminary
42.1,18,Melanie Martin,South Africa,female,2017,pole sport,senior,individual,preliminary
39.8,19,Hanna Antonova,Ukraine,female,2017,pole sport,senior,individual,preliminary
37.6,20,Kseniia Kochenkova,Greece,female,2017,pole sport,senior,individual,preliminary
37.3,21,Isabella Amengual,Venezuela,female,2017,pole sport,senior,individual,preliminary
36.9,22,Rosalyn Mow,Canada,female,2017,pole sport,senior,individual,preliminary
36.6,23,Sandra Jung,Germany,female,2017,pole sport,senior,individual,preliminary
34.5,24,Annaleen Freriksen,Netherlands,female,2017,pole sport,senior,individual,preliminary
34.1,25,Embeth McMillan,South Africa,female,2017,pole sport,senior,individual,preliminary
32.3,26,Iamad Boari,Italy,female,2017,pole sport,senior,individual,preliminary
32.3,27,Rita Conte,Italy,female,2017,pole sport,senior,individual,preliminary
29.6,28,Eloise Connor,Norway,female,2017,pole sport,senior,individual,preliminary
29.0,29,Kanako Suda,Japan,female,2017,pole sport,senior,individual,preliminary
28.8,30,Wonji Her,South Korea,female,2017,pole sport,senior,individual,preliminary
28.1,31,Ivania Reyes Noguera,Chile,female,2017,pole sport,senior,individual,preliminary
28.1,32,Kamila Cyniak,Poland,female,2017,pole sport,senior,individual,preliminary
27.3,33,Adriana Sanchez,Peru,female,2017,pole sport,senior,individual,preliminary
26.0,34,Anna Simonyi,Hungary,female,2017,pole sport,senior,individual,preliminary
22.4,35,Marta Stachowicz,Poland,female,2017,pole sport,senior,individual,preliminary
21.0,36,Tetiana Melnychenko,Ukraine,female,2017,pole sport,senior,individual,preliminary
21.1,37,Tine Poullet,Belgium,female,2017,pole sport,senior,individual,preliminary
21.0,38,Aggeliki Rerra,Greece,female,2017,pole sport,senior,individual,preliminary
20.6,39,Zhang Yu Meng,China,female,2017,pole sport,senior,individual,preliminary
17.5,40,Geissa Peralta,Venezuela,female,2017,pole sport,senior,individual,preliminary
17.0,41,Zhanna Mahlysh,Belarus,female,2017,pole sport,senior,individual,preliminary
13.7,42,Savannah Poppe,Netherlands,female,2017,pole sport,senior,individual,preliminary
9.8,43,Ana Kalhiman,Israel,female,2017,pole sport,senior,individual,preliminary
6.6,44,Jiang Man,China,female,2017,pole sport,senior,individual,preliminary
25.1,1,Yoshichika Kugimiya,Japan,male,2017,pole sport,masters 50+,individual,finals
8.4,2,Juan Luis Oubel-Barba,Spain,male,2017,pole sport,masters 50+,individual,finals
47.6,1,Yvonne Haug,Germany,female,2017,pole sport,masters 50+,individual,finals
38.1,2,Nora Susana Ordonez Lopez,Mexico,female,2017,pole sport,masters 50+,individual,finals
36.2,3,Mika Higuchi,Japan,female,2017,pole sport,masters 50+,individual,finals
27.5,4,Edi Reis,Brazil,female,2017,pole sport,masters 50+,individual,finals
22.2,5,Lisa Agliano,USA,female,2017,pole sport,masters 50+,individual,finals
20.4,6,Sabine Dworak,USA,female,2017,pole sport,masters 50+,individual,finals
19.6,7,Aiko Hamamoto,Japan,female,2017,pole sport,masters 50+,individual,finals
18.6,8,Monica Van Beek,Netherlands,female,2017,pole sport,masters 50+,individual,finals
16.7,9,Bettine Sarton,Netherlands,female,2017,pole sport,masters 50+,individual,finals
22.5,1,Seiichi Yamazaki,Japan,male,2017,pole sport,masters 40+,individual,finals
47.5,1,Benita Bouwer,South Africa,female,2017,pole sport,masters 40+,individual,finals
45.4,2,Masaki Aoki,Japan,female,2017,pole sport,masters 40+,individual,finals
40.2,3,Orsolya Kelemen,Hungary,female,2017,pole sport,masters 40+,individual,finals
38.3,4,Raquel Ballesta,Spain,female,2017,pole sport,masters 40+,individual,finals
37.1,5,Silvia Floridi,Spain,female,2017,pole sport,masters 40+,individual,finals
30.2,6,Yvette Austin,UK,female,2017,pole sport,masters 40+,individual,finals
30.0,7,Marcela Ramirez,Chile,female,2017,pole sport,masters 40+,individual,finals
27.9,8,Wiebke Shröder,Germany,female,2017,pole sport,masters 40+,individual,finals
27.9,9,Marcia Zarate Almendras,Chile,female,2017,pole sport,masters 40+,individual,finals
19.0,10,Imelda Cabello Larios,Mexico,female,2017,pole sport,masters 40+,individual,finals
18.6,11,Clare Filer,South Africa,female,2017,pole sport,masters 40+,individual,finals
56.0,1,Polina Volchek & Dimitry Politov,USA,mixed,2017,pole sport,senior,doubles,finals
55.1,2,Erika Ortega & Rodrigo Alcantara,Mexico,mixed,2017,pole sport,senior,doubles,finals
52.3,3,Maria Eugania Plaza Ortega & Sergio Ivan Chan Baños,Mexico,mixed,2017,pole sport,senior,doubles,finals
49.1,4,Julia Wahl & Bianca Shumayer,Germany,mixed,2017,pole sport,senior,doubles,finals
46.4,5,Anna Palou & Irina Vorobyeva,Spain,mixed,2017,pole sport,senior,doubles,finals
44.4,6,Jennifer Kascsak & Tifani Makovinyi,Hungary,mixed,2017,pole sport,senior,doubles,finals
44.3,7,Kseniia Ivvliushkina & Ekaterina Ilindeeva,Russia,mixed,2017,pole sport,senior,doubles,finals
41.6,8,Jude Perrett & Amy Davidson,Australia,mixed,2017,pole sport,senior,doubles,finals
40.2,9,Takemoto Keiko & Maki Mori,Japan,mixed,2017,pole sport,senior,doubles,finals
40.1,10,Marina Rusakova & Viktoriia Trenina,Russia,mixed,2017,pole sport,senior,doubles,finals
30.0,11,Mari Marte Marthinsen & Madeleine Barin,Norway,mixed,2017,pole sport,senior,doubles,finals
52.9,1,Moises Ahumade Reyes,Mexico,male,2017,pole sport,senior,individual,finals
52.8,2,Naoto Araya,Japan,male,2017,pole sport,senior,individual,finals
50.4,3,Guilherme Ambrósio,Brazil,male,2017,pole sport,senior,individual,finals
47.6,4,Sergio Ivan Chan Baños,Mexico,male,2017,pole sport,senior,individual,finals
45.4,5,Vecislava Ruza,Sweden,male,2017,pole sport,senior,individual,finals
44.4,6,Kazuya Naka,Japan,male,2017,pole sport,senior,individual,finals
42.4,7,Denis Terrones Salinas,Spain,male,2017,pole sport,senior,individual,finals
41.0,8,Sebastian Hernandez Callejas,Colombia,male,2017,pole sport,senior,individual,finals
31.5,9,Christian Fernandez,Spain,male,2017,pole sport,senior,individual,finals
31.0,10,Hao ZHang,China,male,2017,pole sport,senior,individual,finals
56.3,1,Marina Yamaguchi,Japan,female,2017,pole sport,senior,individual,finals
55.8,2,Rafaela Montanaro,USA,female,2017,pole sport,senior,individual,finals
55.6,3,Natalia Knysheva,Russia,female,2017,pole sport,senior,individual,finals
50.7,4,Polina Volchek,USA,female,2017,pole sport,senior,individual,finals
50.2,5,Maria Eugania Plaza Ortega,Mexico,female,2017,pole sport,senior,individual,finals
49.2,6,Lea Roth,Germany,female,2017,pole sport,senior,individual,finals
48.4,7,Erika Gonzalez del Pliego,Mexico,female,2017,pole sport,senior,individual,finals
47.3,8,Anna Von Hoyningen Huene,Canada,female,2017,pole sport,senior,individual,finals
46.8,9,Irina Vorobyeva,Spain,female,2017,pole sport,senior,individual,finals
45.4,10,Svetlana Nikonova,Russia,female,2017,pole sport,senior,individual,finals
42.8,11,Noémi Marosvölgyi,Hungary,female,2017,pole sport,senior,individual,finals
33.9,12,Sandra Toro,Colombia,female,2017,pole sport,senior,individual,finals
33.9,1,Zoë Timmermans,Netherlands,female,2017,ultra pole,senior,individual,finals
33.9,2,Maria Eugania Plaza Ortega,Mexico,female,2017,ultra pole,senior,individual,finals
33.9,3,Diana Gomez,Spain,female,2017,ultra pole,senior,individual,finals
33.9,1,Sergio Ivan Chan Banos,Mexico,male,2017,ultra pole,senior,individual,finals
33.9,2,Lei Jiang,China,male,2017,ultra pole,senior,individual,finals
33.9,3,Yuta Nishizumi,Japan,male,2017,ultra pole,senior,individual,finals
58.9,1,Marina Yamaguchi,Japan,female,2018,pole sport,senior,individual,finals
57.9,2,María Eugenia Plaza,Mexico,female,2018,pole sport,senior,individual,finals
56.2,3,Erika Gonzalez del Pliego Revilla,Mexico,female,2018,pole sport,senior,individual,finals
54.7,4,Natalia Knysheva,Russia,female,2018,pole sport,senior,individual,finals
53.2,5,Sandra Jung,Germany,female,2018,pole sport,senior,individual,finals
52.0,6,Oona Kivelä,Finland,female,2018,pole sport,senior,individual,finals
51.7,7,Anna von Hoyningen Huene,Canada,female,2018,pole sport,senior,individual,finals
50.7,8,Noémi Marosvölgyi,Hungary,female,2018,pole sport,senior,individual,finals
50.2,9,Alessandra Rancan,Brazil,female,2018,pole sport,senior,individual,finals
47.2,10,Svetlana Nikonova,Russia,female,2018,pole sport,senior,individual,finals
46.8,11,Lydia Kollia Stavroula,Greece,female,2018,pole sport,senior,individual,finals
46.4,12,Elise Dahl-Hansen,Norway,female,2018,pole sport,senior,individual,finals
46.2,13,Noemi Basile,Italy,female,2018,pole sport,senior,individual,finals
50.2,14,Lea Roth,Germany,female,2018,pole sport,senior,individual,finals
42.9,15,Réka Bökfi,Hungary,female,2018,pole sport,senior,individual,finals
42.9,16,Isa Lopez Frias,Spain ,female,2018,pole sport,senior,individual,finals
42.7,17,Zuzanna Kijanowska,Poland,female,2018,pole sport,senior,individual,finals
42.4,18,Dineke Minten,Nertherlands,female,2018,pole sport,senior,individual,finals
41.9,19,Luciana Onargo,Brazil,female,2018,pole sport,senior,individual,finals
39.7,20,Kanako Suda,Japan,female,2018,pole sport,senior,individual,finals
38.9,21,Sandra Toro,Colombia,female,2018,pole sport,senior,individual,finals
38.8,22,Julie Fowler,South Africa,female,2018,pole sport,senior,individual,finals
0.0,23,Marta Haliniak,Poland,female,2018,pole sport,senior,individual,finals
37.5,24,Lisann Lumet,Estonia,female,2018,pole sport,senior,individual,finals
36.8,25,Irina Delevaque,Romania,female,2018,pole sport,senior,individual,finals
35.9,26,Soledad Seara,Argentina,female,2018,pole sport,senior,individual,finals
35.0,27,Anna Palou,Spain,female,2018,pole sport,senior,individual,finals
33.8,28,Clara Jonsson,Sweden,female,2018,pole sport,senior,individual,finals
33.7,29,Tine Poullet,Belgium,female,2018,pole sport,senior,individual,finals
33.3,30,Bjørg Margrethe Granly ,Norway,female,2018,pole sport,senior,individual,finals
33.2,31,Aude Ravey,Switzerland,female,2018,pole sport,senior,individual,finals
32.9,32,Belinda van Ommen,Netherlands,female,2018,pole sport,senior,individual,finals
31.9,33,Neta Lee Levy,Israel,female,2018,pole sport,senior,individual,finals
31.4,34,Ingrid Lauroz,France,female,2018,pole sport,senior,individual,finals
31.2,35,Romana Zahalkova,Czech Republic,female,2018,pole sport,senior,individual,finals
29.5,36,Geissa Peralta,Venezuela ,female,2018,pole sport,senior,individual,finals
28.0,37,Jenni Multisilta,Finland,female,2018,pole sport,senior,individual,finals
27.4,38,Kely Alvarez,Colombia,female,2018,pole sport,senior,individual,finals
26.3,39,Xing Si Qian,China,female,2018,pole sport,senior,individual,finals
24.8,40,Hila Hassidim,Israel,female,2018,pole sport,senior,individual,finals
22.5,41,Jasmine Scheffel,USA,female,2018,pole sport,senior,individual,finals
17.3,42,Silvia Schweiger,Austria,female,2018,pole sport,senior,individual,finals
10.3,43,Zhang Yu Meng,China,female,2018,pole sport,senior,individual,finals
62.5,1,Vecislavs Ruza,Sweden,male,2018,pole sport,senior,individual,finals
61.7,2,Moisés Ahumada Reyes,Mexico,male,2018,pole sport,senior,individual,finals
52.3,3,Filipe Saboia,Brazil,male,2018,pole sport,senior,individual,finals
50.5,4,Jiang Lei,China,male,2018,pole sport,senior,individual,finals
47.8,5,Guillherme Ambrósio,Brazil,male,2018,pole sport,senior,individual,finals
45.6,6,Denis Terrones,Spain,male,2018,pole sport,senior,individual,finals
41.3,7,Carlos Corro,Mexico,male,2018,pole sport,senior,individual,finals
36.4,8,Kazuya Naka,Japan,male,2018,pole sport,senior,individual,finals
34.4,9,William Prieto,Colombia,male,2018,pole sport,senior,individual,finals
33.4,10,Julio Marin Clevel,Colombia,male,2018,pole sport,senior,individual,finals
31.9,11,Sondre Heimlid,Norway,male,2018,pole sport,senior,individual,finals
31.8,12,Filiberto Isculpi,Spain,male,2018,pole sport,senior,individual,finals
28.9,13,Nick Kramer,Germany,male,2018,pole sport,senior,individual,finals
21.9,14,Roman Konanchuk,Germany,male,2018,pole sport,senior,individual,finals
20.7,15,Jonathan Manzanares,USA,male,2018,pole sport,senior,individual,finals
20.4,16,Alexander Shakirov,Russia,male,2018,pole sport,senior,individual,finals
8.6,17,Máté Efraim Kovács,Hungary,male,2018,pole sport,senior,individual,finals
8.0,18,Joao Afonso,Portugal,male,2018,pole sport,senior,individual,finals
42.9,1,Irina Vorobyeva,Spain,female,2018,pole sport,masters 40+,individual,finals
42.6,2,Masako Akao,Japan,female,2018,pole sport,masters 40+,individual,finals
39.7,3,Akiko Hamada,Japan,female,2018,pole sport,masters 40+,individual,finals
39.2,4,Erika Ortega ,Mexico ,female,2018,pole sport,masters 40+,individual,finals
34.6,5,Raquel Ballesta,Spain,female,2018,pole sport,masters 40+,individual,finals
33.6,6,Ryoko Ibaraki,New Zealand,female,2018,pole sport,masters 40+,individual,finals
30.0,7,Svetlana Podolskaya,Russia,female,2018,pole sport,masters 40+,individual,finals
29.7,8,Laure Quiquempois,Brazil,female,2018,pole sport,masters 40+,individual,finals
28.5,9,Celine Reverchon,Switzerland,female,2018,pole sport,masters 40+,individual,finals
27.6,10,Wiebke Schröder,Germany,female,2018,pole sport,masters 40+,individual,finals
26.1,11,Sandra Kensy,Germany,female,2018,pole sport,masters 40+,individual,finals
25.9,12,Fong Man Wai,Hong Kong,female,2018,pole sport,masters 40+,individual,finals
24.6,13,Maura Lourdes Gasca Cuevas,Mexico,female,2018,pole sport,masters 40+,individual,finals
24.6,14,Floortje Rodermans,Netherlands,female,2018,pole sport,masters 40+,individual,finals
22.8,15,Lucie Garbienova,Czech Republic,female,2018,pole sport,masters 40+,individual,finals
22.0,16,Monica Hernandez Zamora,Netherlands,female,2018,pole sport,masters 40+,individual,finals
21.6,17,Patricia Goussens,Belgium,female,2018,pole sport,masters 40+,individual,finals
20.3,18,Ana Looser,Romania,female,2018,pole sport,masters 40+,individual,finals
19.4,19,Virginia Tarabella,Italy,female,2018,pole sport,masters 40+,individual,finals
19.2,20,Sandrine Taravel,France,female,2018,pole sport,masters 40+,individual,finals
16.7,21,Agnieszka Borkowska,Poland,female,2018,pole sport,masters 40+,individual,finals
11.8,22,Ila Reed,USA,female,2018,pole sport,masters 40+,individual,finals
7.8,23,Keri Graham,UK,female,2018,pole sport,masters 40+,individual,finals
39.3,1,Sergio Chan,Mexico,male,2018,pole sport,masters 40+,individual,finals
39.3,2,Seiichi Yamazaki,Japan,male,2018,pole sport,masters 40+,individual,finals
39.3,3,Sami Huhtakallio,Finland,male,2018,pole sport,masters 40+,individual,finals
39.3,4,Takashi Minami,Japan,male,2018,pole sport,masters 40+,individual,finals
39.3,1,Yvonne Haug,Germany,female,2018,pole sport,masters 50+,individual,finals
39.3,2,Mika Higuchi,Japan,female,2018,pole sport,masters 50+,individual,finals
39.3,3,Renee Payton,USA,female,2018,pole sport,masters 50+,individual,finals
39.3,4,Nora Susana Ordoñez Lopez,Mexico,female,2018,pole sport,masters 50+,individual,finals
39.3,5,Ivana Ferdinandova,Czech Republic,female,2018,pole sport,masters 50+,individual,finals
39.3,6,Edgai dos Reis Gallego,Brazil,female,2018,pole sport,masters 50+,individual,finals
39.3,7,Gyöngyi Bódi Tiborné,Hungary,female,2018,pole sport,masters 50+,individual,finals
39.3,8,Monica van Beek,Netherlands,female,2018,pole sport,masters 50+,individual,finals
39.3,9,Wu Jian Rong,China,female,2018,pole sport,masters 50+,individual,finals
39.3,10,Sally Drake,UK,female,2018,pole sport,masters 50+,individual,finals
39.3,11,Leung Suk Fong Peggy,Hong Kong,female,2018,pole sport,masters 50+,individual,finals
39.3,12,Martha Zwemer,USA,female,2018,pole sport,masters 50+,individual,finals
23.1,1,Yoshichika Kugimiya,Japan,male,2018,pole sport,masters 50+,individual,finals
12.6,2,Fabian Scarano,Denmark,male,2018,pole sport,masters 50+,individual,finals
6.4,3,Juan Luis Oubel Barba,Spain,male,2018,pole sport,masters 50+,individual,finals
52.4,1,Aleksandra Makarova,Russia,female,2018,pole sport,junior,individual,finals
49.7,2,Anzhelika Mikutaitis,Russia,female,2018,pole sport,junior,individual,finals
45.0,3,Lucia Sanchez Rangel,Colombia,female,2018,pole sport,junior,individual,finals
43.3,4,Zoë Timmermans,Netherlands,female,2018,pole sport,junior,individual,finals
42.6,5,Annika Winkler,Germany,female,2018,pole sport,junior,individual,finals
41.4,6,Irini Babuin,Greece,female,2018,pole sport,junior,individual,finals
39.4,7,Oceane Samuel,France,female,2018,pole sport,junior,individual,finals
38.9,8,Montserrat Lara,Mexico,female,2018,pole sport,junior,individual,finals
38.4,9,Noemie Arifi,Switzerland,female,2018,pole sport,junior,individual,finals
36.6,10,Nikou Kai,Japan,female,2018,pole sport,junior,individual,finals
36.0,11,Demi Brama,Netherlands,female,2018,pole sport,junior,individual,finals
33.9,12,Alessia Orlandini,Italy,female,2018,pole sport,junior,individual,finals
32.2,13,Camile Saibert,Brazil,female,2018,pole sport,junior,individual,finals
29.3,14,Roni Tami,Israel,female,2018,pole sport,junior,individual,finals
27.5,15,Caolina Arlandez Zoyo,Spain,female,2018,pole sport,junior,individual,finals
26.0,16,Melanie Teper,USA,female,2018,pole sport,junior,individual,finals
24.7,17,Ella Shalit,Israel,female,2018,pole sport,junior,individual,finals
23.7,18,Eva Alemany Modol,Spain,female,2018,pole sport,junior,individual,finals
21.7,19,Olga Farkas,Hungary,female,2018,pole sport,junior,individual,finals
14.3,20,Violetta Li,Krygyzstan,female,2018,pole sport,junior,individual,finals
38.5,1,Alex Aufderklamm,Italy,male,2018,pole sport,junior,individual,finals
37.8,2,Jesús Ávalos,Mexico,male,2018,pole sport,junior,individual,finals
